nodes,rho,network,beta,lambda,media,factor,physical_infectivity,hidden_infectivity,aware,infected
40,0.2,hiv,0.6,0.9,0,0.01,0.1,0.7,0.8345238095238094,0.7273809523809525
40,0.2,hiv,0.4,1.0,0,0.01,0.1,0.1,0.9178571428571429,0.29047619047619044
40,0.2,hiv,0.8,0.7,0,0.01,0.2,0.0,0.9619047619047618,0.10833333333333331
40,0.2,hiv,0.5,0.7,0,0.01,0.1,0.3,0.8761904761904763,0.49404761904761896
40,0.2,hiv,0.7,0.6,0,0.01,0.1,0.9,0.8,0.7619047619047619
40,0.2,hiv,0.2,0.0,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.0,0.8,0,0.01,0.0,0.0,0.9619047619047618,0.20000000000000004
40,0.2,hiv,0.1,0.0,0,0.01,0.0,0.2,0.8738095238095239,0.41904761904761906
40,0.2,hiv,0.5,0.0,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.3,0.3,0,0.01,0.0,0.8,0.888095238095238,0.8571428571428571
40,0.2,hiv,0.8,0.8,0,0.01,0.2,0.0,0.9619047619047618,0.10833333333333331
40,0.2,hiv,0.2,0.5,0,0.01,0.0,0.6,0.7988095238095239,0.6428571428571429
40,0.2,hiv,0.6,0.3,0,0.01,0.1,0.5,0.8678571428571429,0.6904761904761906
40,0.2,hiv,0.0,0.9,0,0.01,0.0,0.0,0.9619047619047618,0.20000000000000004
40,0.2,hiv,0.5,0.8,0,0.01,0.1,0.3,0.8761904761904763,0.49404761904761896
40,0.2,hiv,0.2,0.1,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.6,1.0,0,0.01,0.1,0.7,0.8345238095238094,0.7273809523809525
40,0.2,hiv,0.8,0.9,0,0.01,0.2,0.0,0.9619047619047618,0.10833333333333331
40,0.2,hiv,0.1,0.1,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.5,0.1,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.0,1.0,0,0.01,0.0,0.0,0.9619047619047618,0.20000000000000004
40,0.2,hiv,0.3,0.4,0,0.01,0.0,0.8,0.888095238095238,0.8571428571428571
40,0.2,hiv,0.2,0.2,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.7,0.0,0,0.01,0.1,0.7,0.8809523809523809,0.8119047619047619
40,0.2,hiv,0.5,0.9,0,0.01,0.1,0.3,0.8761904761904763,0.49404761904761896
40,0.2,hiv,0.7,0.7,0,0.01,0.1,0.9,0.8,0.7619047619047619
40,0.2,hiv,0.6,0.4,0,0.01,0.1,0.5,0.8678571428571429,0.6904761904761906
40,0.2,hiv,0.8,1.0,0,0.01,0.2,0.0,0.9619047619047618,0.10833333333333331
40,0.2,hiv,0.5,0.2,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.2,0.6,0,0.01,0.0,0.6,0.7988095238095239,0.6428571428571429
40,0.2,hiv,0.1,0.0,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.1,0.2,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.2,0.3,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.5,1.0,0,0.01,0.1,0.3,0.8761904761904763,0.49404761904761896
40,0.2,hiv,0.9,0.0,0,0.01,0.2,0.0,0.9619047619047618,0.08571428571428573
40,0.2,hiv,0.7,0.1,0,0.01,0.1,0.7,0.8476190476190475,0.7488095238095238
40,0.2,hiv,0.1,0.1,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.3,0.8,0,0.01,0.0,1.0,0.7678571428571429,0.7678571428571429
40,0.2,hiv,0.3,0.5,0,0.01,0.0,0.8,0.888095238095238,0.8571428571428571
40,0.2,hiv,0.5,0.3,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.6,0.0,0,0.01,0.1,0.3,0.9142857142857144,0.6321428571428571
40,0.2,hiv,0.6,0.5,0,0.01,0.1,0.5,0.8678571428571429,0.6904761904761906
40,0.2,hiv,0.9,0.1,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.2,0.4,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.1,0.3,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.1,0.2,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.7,0.8,0,0.01,0.1,0.9,0.8,0.7619047619047619
40,0.2,hiv,0.5,0.4,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.9,0.2,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.2,0.7,0,0.01,0.0,0.6,0.7988095238095239,0.6428571428571429
40,0.2,hiv,0.6,0.1,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.3,0.6,0,0.01,0.0,0.8,0.888095238095238,0.8571428571428571
40,0.2,hiv,0.1,0.3,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.2,0.5,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.7,0.2,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,0.1,0.4,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.9,0.3,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.5,0.5,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.6,0.6,0,0.01,0.1,0.5,0.8678571428571429,0.6904761904761906
40,0.2,hiv,0.1,0.4,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.2,0.6,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.6,0.2,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.9,0.4,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.7,0.9,0,0.01,0.1,0.9,0.8,0.7619047619047619
40,0.2,hiv,0.5,0.6,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.3,0.7,0,0.01,0.0,0.8,0.888095238095238,0.8571428571428571
40,0.2,hiv,0.1,0.5,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.7,0.3,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,0.1,0.5,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.9,0.5,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.2,0.8,0,0.01,0.0,0.6,0.7988095238095239,0.6428571428571429
40,0.2,hiv,0.6,0.3,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.2,0.7,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.6,0.7,0,0.01,0.1,0.5,0.8678571428571429,0.6904761904761906
40,0.2,hiv,0.5,0.7,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.1,0.6,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.9,0.6,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.1,0.6,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.3,0.8,0,0.01,0.0,0.8,0.888095238095238,0.8571428571428571
40,0.2,hiv,0.6,0.4,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.2,0.8,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.7,0.4,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,0.1,0.7,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.5,0.8,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.7,1.0,0,0.01,0.1,0.9,0.8,0.7619047619047619
40,0.2,hiv,0.9,0.7,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.6,0.8,0,0.01,0.1,0.5,0.8678571428571429,0.6904761904761906
40,0.2,hiv,0.8,0.0,0,0.01,0.1,0.9,0.8630952380952379,0.8416666666666667
40,0.2,hiv,0.1,0.8,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.6,0.5,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.1,0.7,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.2,0.9,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.3,0.9,0,0.01,0.0,1.0,0.7678571428571429,0.7678571428571429
40,0.2,hiv,0.5,0.9,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.9,0.8,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.2,0.9,0,0.01,0.0,0.6,0.7988095238095239,0.6428571428571429
40,0.2,hiv,0.3,0.9,0,0.01,0.0,0.8,0.888095238095238,0.8571428571428571
40,0.2,hiv,0.7,0.5,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,0.1,0.9,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.6,0.6,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.9,0.9,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.5,1.0,0,0.01,0.1,0.1,0.9321428571428572,0.3797619047619048
40,0.2,hiv,0.2,1.0,0,0.01,0.0,0.4,0.8666666666666666,0.6952380952380953
40,0.2,hiv,0.1,0.8,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.8,0.1,0,0.01,0.1,0.9,0.8392857142857143,0.8107142857142856
40,0.2,hiv,0.6,0.9,0,0.01,0.1,0.5,0.8678571428571429,0.6904761904761906
40,0.2,hiv,0.1,1.0,0,0.01,0.0,0.0,0.9619047619047618,0.22261904761904766
40,0.2,hiv,0.9,1.0,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.3,1.0,0,0.01,0.0,0.8,0.888095238095238,0.8571428571428571
40,0.2,hiv,0.3,0.0,0,0.01,0.0,0.4,0.9095238095238096,0.7559523809523808
40,0.2,hiv,0.6,0.7,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.6,0.0,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.7,0.6,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,0.2,1.0,0,0.01,0.0,0.6,0.7988095238095239,0.6428571428571429
40,0.2,hiv,0.2,0.0,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,1.0,0.0,0,0.01,0.2,0.0,0.9619047619047618,0.09761904761904763
40,0.2,hiv,0.1,0.9,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.3,0.1,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.6,0.1,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.4,0.0,0,0.01,0.0,0.8,0.9130952380952382,0.8797619047619049
40,0.2,hiv,0.6,0.8,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.6,1.0,0,0.01,0.1,0.5,0.8678571428571429,0.6904761904761906
40,0.2,hiv,1.0,0.1,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.2,0.1,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.8,0.2,0,0.01,0.1,0.9,0.8369047619047618,0.8154761904761905
40,0.2,hiv,0.3,0.0,0,0.01,0.0,0.6,0.9095238095238096,0.8511904761904762
40,0.2,hiv,0.1,1.0,0,0.01,0.0,0.2,0.8678571428571429,0.4202380952380952
40,0.2,hiv,0.7,0.7,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,0.3,0.2,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.6,0.2,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,1.0,0.2,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.7,0.0,0,0.01,0.1,0.5,0.8785714285714287,0.694047619047619
40,0.2,hiv,0.2,0.2,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.6,0.9,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.4,0.1,0,0.01,0.0,0.8,0.9071428571428571,0.8821428571428571
40,0.2,hiv,0.2,0.0,0,0.01,0.0,0.2,0.8845238095238093,0.5226190476190474
40,0.2,hiv,1.0,0.3,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.3,0.3,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.6,0.3,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.2,0.3,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.7,0.1,0,0.01,0.1,0.5,0.8690476190476191,0.6976190476190476
40,0.2,hiv,0.6,1.0,0,0.01,0.1,0.3,0.8964285714285714,0.5797619047619049
40,0.2,hiv,0.3,0.1,0,0.01,0.0,0.6,0.8952380952380953,0.8380952380952381
40,0.2,hiv,0.7,0.8,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,0.3,1.0,0,0.01,0.0,1.0,0.7678571428571429,0.7678571428571429
40,0.2,hiv,0.8,0.3,0,0.01,0.1,0.9,0.8369047619047618,0.8154761904761905
40,0.2,hiv,1.0,0.4,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.2,0.1,0,0.01,0.0,0.2,0.8880952380952382,0.5297619047619048
40,0.2,hiv,0.3,0.4,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.2,0.4,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.6,0.4,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.4,0.2,0,0.01,0.0,0.8,0.9071428571428571,0.8821428571428571
40,0.2,hiv,0.7,0.0,0,0.01,0.1,0.3,0.9345238095238096,0.7166666666666666
40,0.2,hiv,0.4,0.0,0,0.01,0.0,1.0,0.9297619047619047,0.9297619047619047
40,0.2,hiv,1.0,0.5,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.3,0.5,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.7,0.2,0,0.01,0.1,0.5,0.8821428571428571,0.725
40,0.2,hiv,0.2,0.2,0,0.01,0.0,0.2,0.8880952380952382,0.5297619047619048
40,0.2,hiv,0.2,0.5,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.6,0.5,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.7,0.9,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,0.3,0.2,0,0.01,0.0,0.6,0.8952380952380953,0.8380952380952381
40,0.2,hiv,0.7,0.1,0,0.01,0.1,0.3,0.9142857142857143,0.6535714285714286
40,0.2,hiv,1.0,0.6,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.4,0.3,0,0.01,0.0,0.8,0.9071428571428571,0.8821428571428571
40,0.2,hiv,0.3,0.6,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.8,0.4,0,0.01,0.1,0.9,0.8369047619047618,0.8154761904761905
40,0.2,hiv,0.2,0.6,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.2,0.3,0,0.01,0.0,0.2,0.8880952380952382,0.5297619047619048
40,0.2,hiv,0.6,0.6,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,1.0,0.7,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.7,0.2,0,0.01,0.1,0.3,0.9142857142857143,0.6535714285714286
40,0.2,hiv,0.7,0.3,0,0.01,0.1,0.5,0.8821428571428571,0.725
40,0.2,hiv,0.2,0.7,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.3,0.7,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.7,1.0,0,0.01,0.1,0.7,0.8559523809523808,0.7702380952380953
40,0.2,hiv,1.0,0.8,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.4,0.4,0,0.01,0.0,0.8,0.9071428571428571,0.8821428571428571
40,0.2,hiv,0.6,0.7,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.3,0.3,0,0.01,0.0,0.6,0.8952380952380953,0.8380952380952381
40,0.2,hiv,0.2,0.4,0,0.01,0.0,0.2,0.8880952380952382,0.5297619047619048
40,0.2,hiv,0.7,0.3,0,0.01,0.1,0.3,0.9142857142857143,0.6535714285714286
40,0.2,hiv,0.8,0.0,0,0.01,0.1,0.7,0.8869047619047619,0.8202380952380953
40,0.2,hiv,0.2,0.8,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,1.0,0.9,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.3,0.8,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.7,0.4,0,0.01,0.1,0.5,0.8821428571428571,0.725
40,0.2,hiv,0.8,0.5,0,0.01,0.1,0.9,0.8369047619047618,0.8154761904761905
40,0.2,hiv,0.6,0.8,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.4,0.1,0,0.01,0.0,1.0,0.8333333333333334,0.8333333333333334
40,0.2,hiv,0.2,0.5,0,0.01,0.0,0.2,0.8880952380952382,0.5297619047619048
40,0.2,hiv,0.7,0.4,0,0.01,0.1,0.3,0.9142857142857143,0.6535714285714286
40,0.2,hiv,0.4,0.5,0,0.01,0.0,0.8,0.9071428571428571,0.8821428571428571
40,0.2,hiv,0.2,0.9,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,1.0,1.0,0,0.01,0.2,0.0,0.3904761904761904,0.039285714285714285
40,0.2,hiv,0.3,0.9,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.8,0.1,0,0.01,0.1,0.7,0.8785714285714286,0.8142857142857142
40,0.2,hiv,0.3,0.4,0,0.01,0.0,0.6,0.8952380952380953,0.8380952380952381
40,0.2,hiv,0.6,0.9,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.2,0.6,0,0.01,0.0,0.2,0.8880952380952382,0.5297619047619048
40,0.2,hiv,0.7,0.5,0,0.01,0.1,0.5,0.8821428571428571,0.725
40,0.2,hiv,0.2,1.0,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.7,0.5,0,0.01,0.1,0.3,0.9142857142857143,0.6535714285714286
40,0.2,hiv,0.3,1.0,0,0.01,0.0,0.4,0.9071428571428571,0.7642857142857145
40,0.2,hiv,0.4,0.6,0,0.01,0.0,0.8,0.9071428571428571,0.8821428571428571
40,0.2,hiv,0.0,0.0,0,0.01,0.2,0.1,0.5678571428571428,0.052380952380952375
40,0.2,hiv,0.8,0.6,0,0.01,0.1,0.9,0.8369047619047618,0.8154761904761905
40,0.2,hiv,0.6,1.0,0,0.01,0.1,0.1,0.9273809523809524,0.3369047619047619
40,0.2,hiv,0.3,0.0,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.2,0.7,0,0.01,0.0,0.2,0.8880952380952382,0.5297619047619048
40,0.2,hiv,0.8,0.2,0,0.01,0.1,0.7,0.8607142857142857,0.7880952380952382
40,0.2,hiv,0.7,0.6,0,0.01,0.1,0.3,0.9142857142857143,0.6535714285714286
40,0.2,hiv,0.4,0.0,0,0.01,0.0,0.4,0.9369047619047619,0.8523809523809524
40,0.2,hiv,0.3,0.5,0,0.01,0.0,0.6,0.8952380952380953,0.8380952380952381
40,0.2,hiv,0.7,0.6,0,0.01,0.1,0.5,0.8821428571428571,0.725
40,0.2,hiv,0.7,0.0,0,0.01,0.1,0.1,0.9535714285714286,0.43452380952380953
40,0.2,hiv,0.3,0.1,0,0.01,0.0,0.0,0.9619047619047618,0.23333333333333334
40,0.2,hiv,0.4,0.7,0,0.01,0.0,0.8,0.9071428571428571,0.8821428571428571
40,0.2,hiv,0.4,0.1,0,0.01,0.0,0.4,0.9464285714285714,0.8440476190476192
40,0.2,hiv,0.7,0.7,0,0.01,0.1,0.3,0.9142857142857143,0.6535714285714286
40,0.2,hiv,0.2,0.8,0,0.01,0.0,0.2,0.8880952380952382,0.5297619047619048
40,0.2,hiv,0.0,0.1,0,0.01,0.2,0.1,0.5678571428571428,0.052380952380952375
40,0.2,hiv,0.4,0.2,0,0.01,0.0,1.0,0.8333333333333334,0.8333333333333334
40,0.2,hiv,0.8,0.3,0,0.01,0.1,0.7,0.8607142857142857,0.7880952380952382
